id_autore,agent_type,score
6068,voters,0.5694296080982939
8968,voters,0.7728280444273171
162,voters,0.17763318877720385
7331,voters,0.5546341237479026
4818,voters,0.6723511869265575
2777,voters,0.46140444208043274
4934,voters,0.569774337946525
1023,voters,0.24033611693650123
186,voters,0.1430817181563498
6766,voters,0.5578560938030488
9592,voters,0.879746633055436
8665,voters,0.7242801492014822
3097,voters,0.4831585238762598
6580,voters,0.5506554227652453
6328,voters,0.5588881419941438
4475,voters,0.511431584031319
380,voters,0.10161524621697648
56,voters,0.06299443755242107
3018,voters,0.5474676571057842
7096,voters,0.6897565202599428
4031,voters,0.5167076401249646
3892,voters,0.4661949686372252
9852,right_bots,0.088248955833096
2848,voters,0.547616359781488
1531,voters,0.22146678153317087
6369,voters,0.6522328570584695
764,voters,0.16732738000189126
5059,voters,0.6521597919110063
2409,voters,0.534725220045929
4581,voters,0.5003934816927231
6931,voters,0.5653359382723522
8360,voters,0.7198674974053734
33,voters,0.07823738209933433
2302,voters,0.3225127213334766
5534,voters,0.5603822810788515
763,voters,0.11619313711017876
2449,voters,0.5262686577140445
7867,voters,0.760606069830247
3335,voters,0.5244583768497036
8623,voters,0.740907276137391
807,voters,0.21716072146750104
6352,voters,0.6411870352952078
9693,left_bots,0.8936595656691468
6777,voters,0.5985883605969167
8769,voters,0.7829753753170285
6051,voters,0.6963291161892832
5853,voters,0.6470267690391973
3491,voters,0.47464640638506456
1350,voters,0.23164870386503766
9155,voters,0.8219035838761115
7442,voters,0.6537900620015099
1587,voters,0.2769286631534021
7784,voters,0.7346144279232077
3332,voters,0.5117485677427852
1990,voters,0.42504291195244975
7496,voters,0.7007907608566885
1667,voters,0.24578729818429867
2776,voters,0.4515833840182842
7545,voters,0.7212560994013235
4548,voters,0.45306604787601895
4984,voters,0.571715673198536
9935,right_bots,0.04052854317673428
2195,voters,0.3133226588898414
5314,voters,0.5999239331198316
4448,voters,0.4575251670253992
4313,voters,0.5348117056216446
7689,voters,0.7526756258456966
774,voters,0.22539207321339458
924,voters,0.2692828208692346
5711,voters,0.6064941610458335
8192,voters,0.7384410750430943
6425,voters,0.5873115409330857
3916,voters,0.480092078301448
5518,voters,0.6927921968995043
6950,voters,0.6910578066378189
7304,voters,0.6049967641384613
1740,voters,0.3638431741022212
1047,voters,0.2267789169352357
5722,voters,0.6312296520949036
1189,voters,0.2695484045112079
8792,voters,0.7542575557041983
239,voters,0.17282096686825493
4229,voters,0.45974421677449573
7621,voters,0.7064548640127696
2856,voters,0.4525399141194642
9455,voters,0.8306494320036291
9684,left_bots,0.8923026175110272
3879,voters,0.4937484967540355
753,voters,0.17386784044546283
8884,voters,0.7937388891762827
1153,voters,0.2338472710549601
829,voters,0.25569442730920255
6301,voters,0.6027782463337187
7845,voters,0.773501100349898
623,voters,0.18418640392710348
9719,right_bots,0.029028823408479044
3046,voters,0.4600739396841247
2926,voters,0.5341401253708545
5093,voters,0.6854486804982736
5505,voters,0.6133225093728822
1286,voters,0.2914065860907982
9013,voters,0.7511369511265454
5842,voters,0.5632377343643823
9802,right_bots,0.06624431751125813
8455,voters,0.7706535921267795
109,voters,0.18239388892962405
27,voters,0.031485971998666755
8236,voters,0.7804213951502535
8226,voters,0.7790130978628401
4804,voters,0.5794734764841818
6797,voters,0.6409859265505835
7504,voters,0.7726561515587835
6993,voters,0.6610246148897982
5735,voters,0.6113064529289971
1312,voters,0.2201348918356889
2825,voters,0.47499178868429753
3219,voters,0.5432247859066445
7488,voters,0.5638657717256249
1498,voters,0.28556103386581133
4346,voters,0.4547684153650099
3700,voters,0.5128496342483417
4235,voters,0.5113045996641127
5775,voters,0.6389129002014864
656,voters,0.14406288037325748
9212,voters,0.8712763846259793
4927,voters,0.6914503490895159
5489,voters,0.6666031531222565
7740,voters,0.7051564649421447
4074,voters,0.5154038213117905
7373,voters,0.666280698422858
1953,voters,0.4339403227005332
6133,voters,0.684618721267826
5414,voters,0.5864762619820859
9123,voters,0.8689277454138075
883,voters,0.24827351604622255
6056,voters,0.6683411782038304
4624,voters,0.6072232219150021
5487,voters,0.6945795195611719
7645,voters,0.7778833599680302
8265,voters,0.7313068503151134
5517,voters,0.6067241420157555
9555,voters,0.8374099746424355
7579,voters,0.7342684994436296
7360,voters,0.6821832785984205
4643,voters,0.6687143757536084
1621,voters,0.2673870572849374
9850,right_bots,0.026963217210306846
7721,voters,0.7480853849530882
7191,voters,0.6661207571817508
3792,voters,0.543642241100794
5973,voters,0.6439138571132408
9710,right_bots,0.03213359412380656
5440,voters,0.6193456205957852
8332,voters,0.7307105709572568
1015,voters,0.29368346579952265
997,voters,0.2573483605810914
6541,voters,0.6021281569406861
191,voters,0.18283115223590732
2571,voters,0.45908016504406046
7923,voters,0.7900237257326599
2965,voters,0.5475153048759027
5789,voters,0.6192694670662564
4052,voters,0.5243223504978826
3197,voters,0.46761609728422404
8018,voters,0.7285767139728887
4655,voters,0.6836480327067582
4712,voters,0.6832799437164534
5917,voters,0.6403548256573427
5990,voters,0.5862717250708696
561,voters,0.15365786744571397
8496,voters,0.7442321858496083
2456,voters,0.5243483641316344
1394,voters,0.21454244619763904
7000,voters,0.5776403721374793
5034,voters,0.6734875871820719
3442,voters,0.47832211633540433
9248,voters,0.8316593197635804
7919,voters,0.736471121194421
1536,voters,0.2555590832339276
8482,voters,0.7484545523711187
9548,voters,0.8204753823268769
663,voters,0.10997416729592754
9358,voters,0.8700982477010177
5676,voters,0.6266793231822264
2442,voters,0.5117195039604534
7313,voters,0.5685842142423098
6543,voters,0.628550764428023
2141,voters,0.42243866344682035
2004,voters,0.3646414262513012
9968,right_bots,0.05415304449557783
2192,voters,0.4275523028585334
8570,voters,0.7719866082710451
1383,voters,0.27501634424142185
8163,voters,0.7008012709249026
1599,voters,0.24139667563730455
6858,voters,0.6187610222791811
9831,right_bots,0.03931290782867495
3668,voters,0.5419860286945685
1570,voters,0.2845919369866605
7617,voters,0.7465663445215034
5262,voters,0.663321284014801
5145,voters,0.6683777482013319
7038,voters,0.6907672609846767
8832,voters,0.764404711680609
5590,voters,0.6106813982108759
5583,voters,0.5547395645459258
9178,voters,0.8219860582301646
57,voters,0.06720407775463
9556,voters,0.8395806531031179
8405,voters,0.772886968338318
4880,voters,0.5506619102902283
686,voters,0.13213294698181086
8302,voters,0.7937655711269818
8938,voters,0.7276832369117975
1592,voters,0.24451516993473382
7806,voters,0.7831602834999747
8696,voters,0.7660095220419905
1745,voters,0.4380161149268035
443,voters,0.14896506808171012
3547,voters,0.4917301510692235
4420,voters,0.5019313417898368
450,voters,0.19166891952733828
4079,voters,0.5340927324663666
6157,voters,0.6942986694250495
8828,voters,0.7751064644019657
377,voters,0.14827342828723938
1329,voters,0.27839020210231924
3898,voters,0.5107472814578228
7818,voters,0.7348505156425658
1473,voters,0.23460730280198827
7749,voters,0.7636598896340447
7171,voters,0.6363346317811874
3862,voters,0.5260254864509634
4671,voters,0.5879357255063281
8091,voters,0.7963187878855611
4621,voters,0.6845160462500443
1694,voters,0.22447390422923338
5274,voters,0.5714785770839247
171,voters,0.19438079540674658
4507,voters,0.47909772914909865
782,voters,0.2991101239462848
5629,voters,0.577839750322908
9338,voters,0.8517135383705511
8841,voters,0.7681313708823113
5128,voters,0.625177408758801
4995,voters,0.6811076132655183
9106,voters,0.8611557361309062
9822,right_bots,0.06651335021294007
2377,voters,0.5494288832377414
8690,voters,0.714261369899746
1809,voters,0.4156049330471674
1455,voters,0.21058023468580223
1579,voters,0.2172397149610691
959,voters,0.23082640236062288
1972,voters,0.42994260158502845
621,voters,0.1677407051327885
2552,voters,0.482026273364575
7868,voters,0.7589479274183986
1236,voters,0.25802733780342296
9452,voters,0.8552219582708523
2247,voters,0.3694945910103097
2732,voters,0.46578817962732083
4165,voters,0.47321291762430717
8403,voters,0.7199609392447064
8801,voters,0.7338874982777165
7729,voters,0.7972007539538419
2266,voters,0.3553078124663341
3396,voters,0.5295331842275165
2219,voters,0.30694615593353985
4603,voters,0.4599228593278203
5376,voters,0.6853712287695823
1594,voters,0.22815749497267027
4601,voters,0.4835718459144709
7613,voters,0.7510644395784033
5290,voters,0.6318474871238163
376,voters,0.1768014553126605
3907,voters,0.4919636451795393
5571,voters,0.5916851254857672
1770,voters,0.32554090134964114
8037,voters,0.797419665953144
7284,voters,0.5820403873592097
4189,voters,0.4946077545267705
6966,voters,0.6880475538366354
8082,voters,0.7973895665602573
3277,voters,0.48486148230511567
2676,voters,0.46616333523097975
2763,voters,0.5375079949345282
3443,voters,0.542001948728596
535,voters,0.15496181866747688
8673,voters,0.7837765486664192
2987,voters,0.459981360899617
8733,voters,0.7562749410973211
6471,voters,0.6684903515950634
8656,voters,0.7280611595656045
9769,right_bots,0.016961634752529077
6225,voters,0.6857407927878743
5463,voters,0.6651427789692654
3218,voters,0.46536781849293074
7168,voters,0.6784844680212313
7859,voters,0.7544316373722179
5618,voters,0.592658648804594
4296,voters,0.45968955384947124
2286,voters,0.32695302837903095
5919,voters,0.5512604246946229
4304,voters,0.46908235219025685
1597,voters,0.20519324123197913
1849,voters,0.4033002855779093
4382,voters,0.45774670597344386
5369,voters,0.5556687781727154
7146,voters,0.5644133003171862
6026,voters,0.6718063514995831
2801,voters,0.5193004191212752
1815,voters,0.4476004194523444
7124,voters,0.6263879499096561
4539,voters,0.5367014633423566
6106,voters,0.672670742146029
8307,voters,0.7270078825425356
381,voters,0.17517250893999148
8463,voters,0.7416777231580565
7678,voters,0.7442445070500585
1335,voters,0.25950007400329994
2450,voters,0.5258401672479233
6613,voters,0.6500936938113647
9648,left_bots,0.8938153675639983
4713,voters,0.6862320435228892
9811,right_bots,0.032952191480000295
1417,voters,0.20368628580073447
2594,voters,0.47624787323657936
175,voters,0.17170233618475184
115,voters,0.15090070118421495
4174,voters,0.5052196662351337
5976,voters,0.6027567659330014
7866,voters,0.7527969570040128
7395,voters,0.6962302007067035
4102,voters,0.47078595088837877
519,voters,0.1799281162373822
6880,voters,0.6451742957081253
6097,voters,0.5725550997236252
2231,voters,0.3915451033141022
6199,voters,0.5649239299595272
1664,voters,0.21577813628079068
7086,voters,0.6678406791925771
4183,voters,0.46446674162702395
5491,voters,0.6220869431322937
9530,voters,0.8576691732151677
9435,voters,0.8679361108664707
192,voters,0.19188943389994728
9246,voters,0.8709194400102906
3648,voters,0.45975033647004393
6735,voters,0.6404561074417183
2418,voters,0.4767607263413588
3404,voters,0.49832555219005026
6316,voters,0.6781125396299279
4352,voters,0.5189238137419128
3305,voters,0.5249328312518251
8437,voters,0.736158035144786
2169,voters,0.33263703785036614
9819,right_bots,0.04115769120812273
4359,voters,0.48747208179628754
5647,voters,0.5871277326328533
3787,voters,0.485447183338512
9473,voters,0.8440979415871592
7769,voters,0.7241061053138932
3973,voters,0.5475064598446778
8745,voters,0.7954525012608865
5631,voters,0.6548594660158833
3388,voters,0.45260808972385097
2603,voters,0.5202776817981373
1982,voters,0.4023116146097932
6555,voters,0.6798925916182158
3610,voters,0.4716246118970324
5394,voters,0.5687023333406347
4284,voters,0.533644282547162
3398,voters,0.48433597503127745
7252,voters,0.6690357680770436
2111,voters,0.34487440277805637
6726,voters,0.659027007739726
4709,voters,0.5675019306386273
6361,voters,0.6735801435667458
3324,voters,0.47132075852204286
5111,voters,0.6018713609103842
9238,voters,0.8294953992952011
1803,voters,0.43522649955014203
9606,left_bots,0.8828513996683875
8021,voters,0.7940034832153486
1371,voters,0.24769909221260206
295,voters,0.1755088432320973
5116,voters,0.6438185101102285
3375,voters,0.5224745810292442
6142,voters,0.5862130540982858
3533,voters,0.487896658835865
215,voters,0.16814093466206936
2604,voters,0.4699034289392266
742,voters,0.1292998559719053
2636,voters,0.4707492522012818
7834,voters,0.7017520937991081
3691,voters,0.4592280668510837
3825,voters,0.5051408701731351
2820,voters,0.5269886521865691
7312,voters,0.6092384796900983
1094,voters,0.25804438369825095
1603,voters,0.2663581895846303
517,voters,0.1653682572724657
2682,voters,0.49327704528560007
8055,voters,0.7425791688507055
6130,voters,0.6720926816628628
1264,voters,0.22178678634018706
2721,voters,0.5458931073176663
2782,voters,0.5437995503225509
803,voters,0.27862417385507465
4916,voters,0.657963516175981
9562,voters,0.8231401499142436
342,voters,0.1724516356733749
809,voters,0.26328540526612343
3426,voters,0.5418454028638429
6226,voters,0.6050826333602369
579,voters,0.10815768615899705
2187,voters,0.3452042405373382
1469,voters,0.2730032177078524
3887,voters,0.5400792505862544
6029,voters,0.5697444543992959
8982,voters,0.737098913223466
7778,voters,0.7563973096451936
200,voters,0.13403234800829528
5991,voters,0.5851384379944646
1373,voters,0.2073305056073649
1221,voters,0.2596970972052458
1234,voters,0.24645934496697364
5628,voters,0.6348029458562667
2863,voters,0.47652078212663124
658,voters,0.19844237274346388
7667,voters,0.7957612900547046
3969,voters,0.5191490354176029
2312,voters,0.5185542814636499
4512,voters,0.5370060147772195
8899,voters,0.7138078982210865
6426,voters,0.6240502293894331
2666,voters,0.5126019627481747
9893,right_bots,0.013429132968868385
5099,voters,0.5719422155353063
335,voters,0.16248513973123507
3959,voters,0.5132262737303792
3061,voters,0.5369156780332969
5840,voters,0.5592990680264569
952,voters,0.28104564454412434
6006,voters,0.6795238197777332
3313,voters,0.45120423680018973
5974,voters,0.5566975109044089
1061,voters,0.27666970937897917
9092,voters,0.8311598881735646
2007,voters,0.3170326940671761
8589,voters,0.798870040595788
9720,right_bots,0.06574245661840655
5299,voters,0.5767605126688955
9485,voters,0.8074505536593817
3752,voters,0.4622994290027185
9952,right_bots,0.021082371229951238
7220,voters,0.5930092795813035
1861,voters,0.4185808594903324
9226,voters,0.8357793654950235
9140,voters,0.8419628623697649
3903,voters,0.549089659019721
1135,voters,0.2914702196175482
7956,voters,0.782624121757379
3868,voters,0.5363064892198527
6752,voters,0.6068662924392441
7511,voters,0.7681674447434285
7498,voters,0.7653922334540435
4178,voters,0.48263588285616527
5519,voters,0.6269683965231216
7614,voters,0.7910655822629852
3632,voters,0.48059572825143093
1598,voters,0.29174772166543106
7004,voters,0.6641211588351272
3686,voters,0.45137280287078574
9939,right_bots,0.08009210550790574
7007,voters,0.6522646188913112
4819,voters,0.6432774828979002
6063,voters,0.5977729836279907
9403,voters,0.8442468501590585
5188,voters,0.6394045441931682
3661,voters,0.4529833824200969
4982,voters,0.5917893835017545
5779,voters,0.5729804021315984
5707,voters,0.5925745141975167
1416,voters,0.2638440616116769
6082,voters,0.6581222053279332
2883,voters,0.4724476957420922
5076,voters,0.6938290263039245
2014,voters,0.41616940576287
234,voters,0.16054214973552425
5968,voters,0.5720615399762518
1064,voters,0.29821513172374625
4096,voters,0.4595630326000152
318,voters,0.12982373776647688
2081,voters,0.3823393763027037
4515,voters,0.504874729199506
6758,voters,0.6291383040488994
4018,voters,0.47828193217133147
2523,voters,0.5392803252357175
9722,right_bots,0.007217835761365999
9329,voters,0.8352491813168647
5085,voters,0.6980357526047452
9387,voters,0.8492450422509922
7016,voters,0.6009861203342063
89,voters,0.04616825095544035
1912,voters,0.4366197777763047
4885,voters,0.61312584562269
1756,voters,0.43677363095274213
7528,voters,0.7286039265823253
331,voters,0.12332952906268753
4361,voters,0.49589135418076935
681,voters,0.19115337202947233
4678,voters,0.6490941250612923
1349,voters,0.20732141063104487
462,voters,0.13993565392393167
2113,voters,0.38468764068137795
4666,voters,0.6830574360266306
2998,voters,0.5418620598737471
4571,voters,0.49529569072981067
3720,voters,0.5131228597189407
6271,voters,0.6453887000088621
5957,voters,0.6610839263915418
7557,voters,0.7259434356705393
9065,voters,0.833008100222395
9306,voters,0.8619622134413331
6932,voters,0.5768821783021267
4386,voters,0.487552483388028
3660,voters,0.49081935939194443
5560,voters,0.5917094151967158
6707,voters,0.5548959535335353
2788,voters,0.5404127565417971
432,voters,0.1656539960354943
976,voters,0.22184125954210426
8341,voters,0.7720747845093936
5316,voters,0.6133356227006707
4073,voters,0.5184698690402039
1088,voters,0.20231960989800682
4799,voters,0.5850179302998415
9998,right_bots,0.05964802212811696
2107,voters,0.374180610765277
2927,voters,0.5366464648303759
1631,voters,0.2628977986066006
5784,voters,0.6871784923942228
8640,voters,0.7543469620593999
480,voters,0.19523062555241008
2020,voters,0.42916756566216063
2930,voters,0.5218200859615378
123,voters,0.11775837153092594
